x/c,y/c,v/V,δ_1,δ_2,δ_3,Reδ_2,C_f,H_12,H_32,State,y1,Cp
0.0029,0.0112,2.6423,0.000093,0.000041,0.000066,71.7,0.0093,2.2884,1.612,lam.,0.0022,-5.89307
0.0004,0.0056,2.5949,0.000079,0.000036,0.000058,54.7,0.0132,2.23,1.621,lam.,0.0018,-5.65168
0,0,2.2537,0.000081,0.000037,0.000059,42.3,0.0173,2.2199,1.6226,lam.,0.0016,-4.03771
0.0015,-0.0054,1.6891,0.000097,0.000043,0.00007,32.4,0.0224,2.2264,1.6215,lam.,0.0014,-1.84447
0.005,-0.0104,1.088,0.000123,0.000055,0.000089,22.3,0.0323,2.2328,1.6205,lam.,0.0012,-0.18362
0.0104,-0.0151,0.6018,0.000158,0.000071,0.000115,11.9,0.0601,2.2352,1.6202,lam.,0.0009,0.63881
0.0177,-0.0194,0.2481,0.000158,0.000071,0.000115,0.2,0.0001,2.2364,1.62,lam.,0.0209,0.94065
0.0269,-0.0234,0,0.000001,0,0.000001,0,0,2.2364,1.62,lam.,0,1.00502
0.0379,-0.0269,0.1693,0.000206,0.000092,0.000149,0.2,0.0001,2.2364,1.62,lam.,0.0209,0.97371
0.0506,-0.0301,0.3061,0.000206,0.000092,0.000149,10.5,0.0676,2.2352,1.6202,lam.,0.0008,0.90835
0.0651,-0.0329,0.4086,0.000243,0.000109,0.000176,22.6,0.0314,2.2393,1.6195,lam.,0.0012,0.83476
0.0813,-0.0353,0.4879,0.00029,0.000128,0.000208,35.6,0.0195,2.2573,1.6167,lam.,0.0015,0.76341
0.099,-0.0374,0.5504,0.000337,0.000148,0.000239,49,0.0138,2.2757,1.6139,lam.,0.0018,0.69824
0.1182,-0.039,0.6005,0.000386,0.000168,0.000271,62.7,0.0105,2.2938,1.6112,lam.,0.002,0.64039
0.1389,-0.0403,0.6411,0.000435,0.000188,0.000303,76.6,0.0084,2.3109,1.6086,lam.,0.0023,0.5898
0.161,-0.0412,0.6744,0.000486,0.000209,0.000335,90.5,0.007,2.3274,1.6063,lam.,0.0025,0.54593
0.1844,-0.0418,0.7019,0.000538,0.00023,0.000368,104.7,0.0059,2.3424,1.6041,lam.,0.0027,0.50805
0.2089,-0.0421,0.7247,0.000591,0.000251,0.000402,119.1,0.0051,2.3563,1.6022,lam.,0.0029,0.4754
0.2346,-0.042,0.7438,0.000645,0.000272,0.000435,133.3,0.0045,2.3695,1.6003,lam.,0.0031,0.44725
0.2612,-0.0417,0.76,0.000698,0.000293,0.000469,147.4,0.004,2.3818,1.5987,lam.,0.0033,0.4229
0.2888,-0.0412,0.7738,0.000752,0.000314,0.000502,161.6,0.0036,2.3927,1.5972,lam.,0.0035,0.40169
0.3172,-0.0404,0.7857,0.000805,0.000335,0.000535,175.4,0.0033,2.4023,1.5959,lam.,0.0037,0.38297
0.3463,-0.0395,0.7964,0.000858,0.000356,0.000568,189,0.003,2.41,1.5949,lam.,0.0038,0.36609
0.376,-0.0384,0.8062,0.000908,0.000376,0.000599,202.5,0.0028,2.4149,1.5942,lam.,0.004,0.35031
0.4063,-0.0373,0.8169,0.000954,0.000395,0.000629,215.2,0.0026,2.4159,1.5941,lam.,0.0041,0.333
0.4371,-0.036,0.8261,0.000985,0.000411,0.000655,226.7,0.0025,2.3993,1.5963,lam.,0.0042,0.31781
0.4682,-0.0345,0.8332,0.001028,0.000428,0.000682,238.8,0.0024,2.4043,1.5956,lam.,0.0043,0.30594
0.4994,-0.0329,0.8393,0.001082,0.000446,0.000711,251.5,0.0022,2.4234,1.5931,lam.,0.0045,0.29583
0.5307,-0.0311,0.8445,0.001134,0.000465,0.00074,264,0.0021,2.4369,1.5913,lam.,0.0046,0.28706
0.5618,-0.0293,0.849,0.001183,0.000484,0.000769,276,0.0019,2.4468,1.5901,lam.,0.0047,0.27936
0.5927,-0.0275,0.853,0.00123,0.000501,0.000796,287.7,0.0019,2.4544,1.5891,lam.,0.0049,0.27253
0.6233,-0.0256,0.8566,0.001276,0.000519,0.000824,299.1,0.0018,2.4605,1.5883,lam.,0.005,0.26642
0.6534,-0.0237,0.8598,0.001319,0.000535,0.00085,309.9,0.0017,2.4654,1.5877,lam.,0.0051,0.26093
0.6829,-0.0218,0.8626,0.001361,0.000551,0.000875,320.3,0.0016,2.4694,1.5872,lam.,0.0052,0.256
0.7117,-0.0199,0.8652,0.001401,0.000567,0.000899,330.4,0.0016,2.473,1.5867,lam.,0.0053,0.2516
0.7396,-0.018,0.8674,0.001439,0.000581,0.000922,340,0.0015,2.4766,1.5863,lam.,0.0054,0.24772
0.7667,-0.0162,0.8693,0.001477,0.000595,0.000944,349.1,0.0015,2.4805,1.5858,lam.,0.0055,0.2444
0.7927,-0.0145,0.8709,0.001514,0.000609,0.000965,357.9,0.0014,2.4853,1.5852,lam.,0.0055,0.24169
0.8176,-0.0128,0.8721,0.001551,0.000622,0.000986,366.4,0.0014,2.4916,1.5844,lam.,0.0056,0.23967
0.8412,-0.0112,0.8728,0.001589,0.000636,0.001006,374.7,0.0013,2.5004,1.5833,lam.,0.0057,0.23843
0.8635,-0.0097,0.8729,0.00163,0.000649,0.001026,382.7,0.0013,2.5123,1.5819,lam.,0.0058,0.23811
0.8844,-0.0082,0.8725,0.001674,0.000662,0.001046,390.7,0.0012,2.529,1.5799,lam.,0.006,0.23887
0.9037,-0.0069,0.8713,0.001726,0.000676,0.001066,398.8,0.0012,2.5526,1.5771,lam.,0.0061,0.24091
0.9215,-0.0057,0.8693,0.001788,0.000691,0.001088,407.2,0.0011,2.5861,1.5731,lam.,0.0063,0.24448
0.9376,-0.0045,0.8662,0.001869,0.000708,0.00111,416.1,0.001,2.64,1.5678,lam.,0.0066,0.24992
0.9519,-0.0035,0.8617,0.001981,0.000728,0.001135,426,0.0009,2.7222,1.5601,lam.,0.0071,0.25767
0.9645,-0.0026,0.8554,0.002148,0.000752,0.001164,437.8,0.0007,2.8587,1.5489,lam.,0.008,0.2684
0.9752,-0.0018,0.8468,0.002472,0.000783,0.001199,452.8,0.0004,3.1579,1.5314,lam.,0.0103,0.28311
0.9841,-0.0012,0.8347,0.001869,0.000826,0.001257,473.1,0.0012,2.2617,1.5216,turb.,0.006,0.30354
0.991,-0.0007,0.8169,0.002009,0.000884,0.001344,499,0.0012,2.2715,1.5201,turb.,0.0061,0.33292
0.9959,-0.0003,0.7871,0.002984,0.000855,0.001549,455.1,0,3.4888,1.8106,turb.,0,0.38078
0.9989,-0.0001,0.7335,0.002984,0.000855,0.001549,424.1,0,3.4888,1.8106,sep.,0,0.46251
1,0,0.1394,0.002984,0.000855,0.001549,80.6,0,3.4888,1.8106,sep.,0,0.98296
