x/c,y/c,v/V,δ_1,δ_2,δ_3,Reδ_2,C_f,H_12,H_32,State,y1,Cp
0.092,0.0542,1.232,0.000438,0.000177,0.000281,146,0.0036,2.4727,1.5868,lam.,0.0035,-0.51704
0.0744,0.0494,1.2188,0.000385,0.000157,0.000249,127.4,0.0042,2.4543,1.5891,lam.,0.0032,-0.48488
0.0586,0.0444,1.2011,0.000332,0.000137,0.000217,108.7,0.0051,2.432,1.592,lam.,0.0029,-0.44209
0.0445,0.0391,1.1769,0.00028,0.000116,0.000186,90,0.0063,2.403,1.5958,lam.,0.0026,-0.38475
0.0323,0.0337,1.143,0.000228,0.000096,0.000154,71.3,0.0084,2.3664,1.6008,lam.,0.0023,-0.3063
0.0221,0.0281,1.0934,0.000181,0.000078,0.000125,53.8,0.0119,2.3182,1.6076,lam.,0.0019,-0.19551
0.0137,0.0225,1.0168,0.000139,0.000061,0.000099,37.2,0.0185,2.2675,1.6152,lam.,0.0015,-0.03389
0.0073,0.0169,0.8916,0.000106,0.000048,0.000077,21.9,0.033,2.2329,1.6205,lam.,0.0012,0.20508
0.0029,0.0112,0.6804,0.000118,0.000053,0.000086,12.2,0.0586,2.2358,1.6201,lam.,0.0009,0.53779
0.0004,0.0056,0.3394,0.000035,0.000016,0.000026,1.1,0.0001,2.2364,1.62,lam.,0.0209,0.88675
0,0,0.0913,0.000001,0,0.000001,0,0,2.2364,1.62,lam.,0,0.99412
0.0015,-0.0054,0.5319,0.000036,0.000016,0.000026,1.2,0.0001,2.2364,1.62,lam.,0.0209,0.71842
0.005,-0.0104,0.8301,0.000089,0.00004,0.000064,14.3,0.0498,2.2353,1.6202,lam.,0.0009,0.3112
0.0104,-0.0151,0.9952,0.000111,0.00005,0.00008,27.8,0.0254,2.2468,1.6184,lam.,0.0013,0.0095
0.0177,-0.0194,1.0794,0.00015,0.000065,0.000105,43.8,0.0151,2.2973,1.6107,lam.,0.0017,-0.16502
0.0269,-0.0234,1.1211,0.000201,0.000085,0.000136,62,0.0097,2.3653,1.601,lam.,0.0021,-0.25667
0.0379,-0.0269,1.1408,0.000259,0.000106,0.000169,80.7,0.0068,2.4328,1.5919,lam.,0.0025,-0.30116
0.0506,-0.0301,1.1487,0.000322,0.000129,0.000205,99.7,0.0051,2.4899,1.5847,lam.,0.0029,-0.31921
0.0651,-0.0329,1.1499,0.00039,0.000154,0.000243,119.4,0.004,2.5363,1.579,lam.,0.0033,-0.32209
0.0813,-0.0353,1.1473,0.000461,0.000179,0.000282,139.2,0.0032,2.5755,1.5744,lam.,0.0037,-0.31596
0.099,-0.0374,1.1422,0.000536,0.000205,0.000322,158.9,0.0027,2.6137,1.5703,lam.,0.004,-0.3043
0.1182,-0.039,1.1355,0.000613,0.000231,0.000363,178.7,0.0023,2.649,1.5669,lam.,0.0044,-0.28916
0.1389,-0.0403,1.1278,0.000694,0.000259,0.000405,198.6,0.002,2.6832,1.5637,lam.,0.0047,-0.27181
0.161,-0.0412,1.1195,0.000777,0.000286,0.000446,218.1,0.0017,2.717,1.5606,lam.,0.0051,-0.25307
0.1844,-0.0418,1.1107,0.000865,0.000314,0.000489,237.7,0.0015,2.7521,1.5575,lam.,0.0054,-0.23354
0.2089,-0.0421,1.1017,0.000957,0.000343,0.000533,257.5,0.0013,2.7889,1.5544,lam.,0.0058,-0.21366
0.2346,-0.042,1.0927,0.001051,0.000372,0.000577,277,0.0011,2.8268,1.5513,lam.,0.0062,-0.19382
0.2612,-0.0417,1.0837,0.00115,0.000401,0.000621,296.3,0.001,2.8658,1.5484,lam.,0.0066,-0.17436
0.2888,-0.0412,1.075,0.001251,0.000431,0.000665,315.4,0.0009,2.9048,1.5456,lam.,0.007,-0.15559
0.3172,-0.0404,1.0667,0.001352,0.00046,0.000709,334.1,0.0008,2.9415,1.5432,lam.,0.0074,-0.13786
0.3463,-0.0395,1.0591,0.001453,0.000489,0.000753,352.4,0.0007,2.9731,1.5412,lam.,0.0078,-0.1216
0.376,-0.0384,1.0523,0.001547,0.000517,0.000796,370,0.0007,2.9932,1.54,lam.,0.0081,-0.10739
0.4063,-0.0373,1.0483,0.001626,0.000543,0.000837,386.5,0.0006,2.9926,1.54,lam.,0.0083,-0.09884
0.4371,-0.036,1.0436,0.001644,0.000564,0.000872,399.9,0.0007,2.9132,1.5451,lam.,0.0079,-0.08915
0.4682,-0.0345,1.0376,0.001702,0.000587,0.000908,414.5,0.0007,2.8977,1.5461,lam.,0.008,-0.07657
0.4994,-0.0329,1.0313,0.001812,0.000615,0.000948,431.1,0.0006,2.9488,1.5427,lam.,0.0085,-0.06352
0.5307,-0.0311,1.0249,0.001937,0.000643,0.000989,448,0.0005,3.0144,1.5387,lam.,0.0091,-0.05044
0.5618,-0.0293,1.0186,0.002074,0.000671,0.00103,464.9,0.0005,3.0905,1.5347,lam.,0.0099,-0.03756
0.5927,-0.0275,1.0124,0.002221,0.000699,0.00107,481.4,0.0004,3.1765,1.5307,lam.,0.0108,-0.025
0.6233,-0.0256,1.0064,0.002383,0.000727,0.00111,497.6,0.0003,3.2772,1.5268,lam.,0.012,-0.01281
0.6534,-0.0237,1.0005,0.002569,0.000755,0.00115,513.5,0.0002,3.404,1.5229,lam.,0.0139,-0.00099
0.6829,-0.0218,0.9947,0.001563,0.00079,0.00124,534.4,0.0018,1.9785,1.5691,turb.,0.005,0.01048
0.7117,-0.0199,0.9891,0.001445,0.000841,0.00137,565.7,0.0026,1.7177,1.6285,turb.,0.0041,0.02168
0.7396,-0.018,0.9835,0.001431,0.000901,0.001502,602.6,0.0032,1.5883,1.6665,turb.,0.0037,0.03269
0.7667,-0.0162,0.9779,0.001467,0.000966,0.001634,642.6,0.0035,1.5183,1.6902,turb.,0.0035,0.04362
0.7927,-0.0145,0.9723,0.00153,0.001035,0.001766,684.5,0.0037,1.4772,1.7053,turb.,0.0034,0.0546
0.8176,-0.0128,0.9666,0.001606,0.001106,0.001897,727,0.0038,1.4524,1.7149,turb.,0.0034,0.06578
0.8412,-0.0112,0.9606,0.001693,0.001178,0.002028,769.7,0.0039,1.437,1.7211,turb.,0.0034,0.07731
0.8635,-0.0097,0.9543,0.001784,0.001249,0.002155,811.3,0.0039,1.4277,1.7249,turb.,0.0034,0.0894
0.8844,-0.0082,0.9475,0.00188,0.001322,0.002283,852.7,0.0039,1.4225,1.7271,turb.,0.0034,0.10224
0.9037,-0.0069,0.9402,0.001982,0.001395,0.002411,893.7,0.0039,1.4205,1.7279,turb.,0.0034,0.11609
0.9215,-0.0057,0.9321,0.002091,0.001471,0.002542,935.1,0.0038,1.4212,1.7276,turb.,0.0034,0.13126
0.9376,-0.0045,0.923,0.002207,0.001549,0.002674,975.9,0.0038,1.4247,1.7262,turb.,0.0034,0.14813
0.9519,-0.0035,0.9126,0.002336,0.001632,0.002813,1018.4,0.0037,1.4312,1.7235,turb.,0.0035,0.16724
0.9645,-0.0026,0.9004,0.002485,0.001724,0.002963,1063.3,0.0036,1.4417,1.7192,turb.,0.0035,0.18936
0.9752,-0.0018,0.8856,0.002665,0.001828,0.003131,1112.7,0.0034,1.4577,1.7128,turb.,0.0036,0.21575
0.9841,-0.0012,0.8669,0.002897,0.001954,0.003329,1170.1,0.0032,1.4823,1.7032,turb.,0.0037,0.24868
0.991,-0.0007,0.8411,0.003229,0.002121,0.003581,1242.9,0.003,1.5224,1.6884,turb.,0.0038,0.2928
0.9959,-0.0003,0.7988,0.003787,0.002372,0.003945,1348.7,0.0026,1.5967,1.6632,turb.,0.0041,0.36229
0.9989,-0.0001,0.7015,0.011875,0.002246,0.006027,1065.3,0,5.286,2.683,turb.,0,0.50854
1,0,0.1452,0.011875,0.002246,0.006027,220.6,0,5.286,2.683,sep.,0,0.9813
