x/c,y/c,v/V,δ_1,δ_2,δ_3,Reδ_2,C_f,H_12,H_32,State,y1,Cp
0.0269,-0.0234,1.1211,0.000284,0.00012,0.000192,43.8,0.0137,2.3653,1.601,lam.,0.0036,-0.25667
0.0379,-0.0269,1.1408,0.000366,0.000151,0.00024,57.1,0.0096,2.4328,1.5919,lam.,0.0043,-0.30116
0.0506,-0.0301,1.1487,0.000455,0.000183,0.00029,70.5,0.0072,2.4899,1.5847,lam.,0.0049,-0.31921
0.0651,-0.0329,1.1499,0.000552,0.000217,0.000343,84.4,0.0056,2.5363,1.579,lam.,0.0056,-0.32209
0.0813,-0.0353,1.1473,0.000652,0.000253,0.000399,98.4,0.0046,2.5755,1.5744,lam.,0.0062,-0.31596
0.099,-0.0374,1.1422,0.000757,0.00029,0.000455,112.4,0.0038,2.6137,1.5703,lam.,0.0068,-0.3043
0.1182,-0.039,1.1355,0.000867,0.000327,0.000513,126.3,0.0032,2.649,1.5669,lam.,0.0074,-0.28916
0.1389,-0.0403,1.1278,0.000982,0.000366,0.000572,140.4,0.0028,2.6832,1.5637,lam.,0.0079,-0.27181
0.161,-0.0412,1.1195,0.001099,0.000405,0.000631,154.2,0.0024,2.717,1.5606,lam.,0.0085,-0.25307
0.1844,-0.0418,1.1107,0.001223,0.000444,0.000692,168.1,0.0021,2.7521,1.5575,lam.,0.0091,-0.23354
0.2089,-0.0421,1.1017,0.001353,0.000485,0.000754,182.1,0.0018,2.7889,1.5544,lam.,0.0098,-0.21366
0.2346,-0.042,1.0927,0.001487,0.000526,0.000816,195.9,0.0016,2.8268,1.5513,lam.,0.0104,-0.19382
0.2612,-0.0417,1.0837,0.001626,0.000567,0.000878,209.5,0.0014,2.8658,1.5484,lam.,0.0111,-0.17436
0.2888,-0.0412,1.075,0.001769,0.000609,0.000941,223,0.0013,2.9048,1.5456,lam.,0.0118,-0.15559
0.3172,-0.0404,1.0667,0.001912,0.00065,0.001003,236.2,0.0011,2.9415,1.5432,lam.,0.0125,-0.13786
0.3463,-0.0395,1.0591,0.002055,0.000691,0.001065,249.2,0.001,2.9731,1.5412,lam.,0.0131,-0.1216
0.376,-0.0384,1.0523,0.002188,0.000731,0.001125,261.6,0.0009,2.9932,1.54,lam.,0.0137,-0.10739
0.4063,-0.0373,1.0483,0.0023,0.000768,0.001183,273.3,0.0009,2.9926,1.54,lam.,0.0139,-0.09884
0.4371,-0.036,1.0436,0.002325,0.000798,0.001233,282.7,0.001,2.9132,1.5451,lam.,0.0133,-0.08915
0.4682,-0.0345,1.0376,0.002407,0.000831,0.001285,293.1,0.001,2.8977,1.5461,lam.,0.0134,-0.07657
0.4994,-0.0329,1.0313,0.002563,0.000869,0.001341,304.8,0.0009,2.9488,1.5427,lam.,0.0142,-0.06352
0.5307,-0.0311,1.0249,0.002739,0.000909,0.001398,316.8,0.0007,3.0144,1.5387,lam.,0.0153,-0.05044
0.5618,-0.0293,1.0186,0.002933,0.000949,0.001456,328.7,0.0006,3.0905,1.5347,lam.,0.0166,-0.03756
0.5927,-0.0275,1.0124,0.003141,0.000989,0.001513,340.4,0.0005,3.1765,1.5307,lam.,0.0181,-0.025
0.6233,-0.0256,1.0064,0.00337,0.001028,0.00157,351.9,0.0004,3.2772,1.5268,lam.,0.0202,-0.01281
0.6534,-0.0237,1.0005,0.003634,0.001067,0.001626,363.1,0.0003,3.404,1.5229,lam.,0.0233,-0.00099
0.6829,-0.0218,0.9947,0.00397,0.001106,0.00168,374.1,0.0002,3.5892,1.5188,lam.,0.0294,0.01048
0.7117,-0.0199,0.9891,0.002555,0.001147,0.001751,385.7,0.0013,2.2275,1.5267,turb.,0.0115,0.02168
0.7396,-0.018,0.9835,0.002331,0.001198,0.001888,400.6,0.002,1.9458,1.5755,turb.,0.0094,0.03269
0.7667,-0.0162,0.9779,0.002237,0.001256,0.002026,417.7,0.0025,1.7808,1.6122,turb.,0.0083,0.04362
0.7927,-0.0145,0.9723,0.002216,0.001321,0.002165,436.6,0.0029,1.6779,1.6394,turb.,0.0077,0.0546
0.8176,-0.0128,0.9666,0.00224,0.00139,0.002306,456.8,0.0032,1.612,1.6589,turb.,0.0073,0.06578
0.8412,-0.0112,0.9606,0.002294,0.001463,0.002447,477.9,0.0035,1.5684,1.6729,turb.,0.0071,0.07731
0.8635,-0.0097,0.9543,0.002367,0.001537,0.002586,499,0.0036,1.54,1.6825,turb.,0.007,0.0894
0.8844,-0.0082,0.9475,0.002456,0.001614,0.002726,520.6,0.0037,1.5214,1.689,turb.,0.0069,0.10224
0.9037,-0.0069,0.9402,0.002558,0.001694,0.002868,542.5,0.0037,1.5101,1.6931,turb.,0.0069,0.11609
0.9215,-0.0057,0.9321,0.002675,0.001778,0.003014,565,0.0037,1.5046,1.6951,turb.,0.0069,0.13126
0.9376,-0.0045,0.923,0.002806,0.001865,0.003161,587.6,0.0037,1.5044,1.6951,turb.,0.0069,0.14813
0.9519,-0.0035,0.9126,0.002958,0.00196,0.003319,611.5,0.0036,1.5095,1.6933,turb.,0.007,0.16724
0.9645,-0.0026,0.9004,0.003141,0.002066,0.003489,637.2,0.0035,1.5206,1.6892,turb.,0.0071,0.18936
0.9752,-0.0018,0.8856,0.003369,0.002188,0.003682,666,0.0034,1.5398,1.6825,turb.,0.0072,0.21575
0.9841,-0.0012,0.8669,0.003675,0.002339,0.00391,700.1,0.0031,1.5713,1.6718,turb.,0.0075,0.24868
0.991,-0.0007,0.8411,0.004127,0.00254,0.004203,744.2,0.0028,1.6249,1.6547,turb.,0.0079,0.2928
0.9959,-0.0003,0.7988,0.004924,0.002848,0.004627,809.6,0.0024,1.7292,1.6248,turb.,0.0086,0.36229
0.9989,-0.0001,0.7015,0.011754,0.002694,0.006262,638.7,0,4.3635,2.3246,turb.,0,0.50854
1,0,0.1452,0.011754,0.002694,0.006262,132.3,0,4.3635,2.3246,sep.,0,0.9813
