x/c,y/c,v/V,δ_1,δ_2,δ_3,Reδ_2,C_f,H_12,H_32,State,y1,Cp
0.2089,-0.0421,0.9166,0.000705,0.000285,0.000453,175.5,0.003,2.4722,1.5868,lam.,0.0038,0.15983
0.2346,-0.042,0.9217,0.000769,0.000309,0.00049,191.5,0.0027,2.4893,1.5847,lam.,0.0041,0.15051
0.2612,-0.0417,0.9253,0.000835,0.000333,0.000527,207.7,0.0024,2.5054,1.5827,lam.,0.0043,0.14382
0.2888,-0.0412,0.9279,0.000901,0.000357,0.000565,223.6,0.0022,2.5202,1.5809,lam.,0.0045,0.13906
0.3172,-0.0404,0.9298,0.000967,0.000382,0.000603,239.4,0.002,2.5332,1.5794,lam.,0.0047,0.1356
0.3463,-0.0395,0.9313,0.00103,0.000405,0.000639,254.6,0.0019,2.5434,1.5782,lam.,0.0049,0.13279
0.376,-0.0384,0.9328,0.001092,0.000428,0.000675,269.6,0.0017,2.5496,1.5774,lam.,0.005,0.12989
0.4063,-0.0373,0.9361,0.001147,0.00045,0.00071,283.7,0.0016,2.5493,1.5775,lam.,0.0052,0.12371
0.4371,-0.036,0.9384,0.001179,0.000468,0.000739,295.9,0.0016,2.5219,1.5807,lam.,0.0052,0.11938
0.4682,-0.0345,0.939,0.001228,0.000487,0.00077,308.9,0.0016,2.5225,1.5807,lam.,0.0053,0.11834
0.4994,-0.0329,0.9389,0.001297,0.000509,0.000803,323.1,0.0015,2.5473,1.5777,lam.,0.0055,0.11859
0.5307,-0.0311,0.9383,0.001365,0.000531,0.000837,337.1,0.0013,2.5694,1.5751,lam.,0.0057,0.11969
0.5618,-0.0293,0.9374,0.001431,0.000553,0.00087,350.7,0.0013,2.5884,1.5729,lam.,0.0059,0.12135
0.5927,-0.0275,0.9363,0.001498,0.000574,0.000902,364,0.0012,2.6073,1.571,lam.,0.0061,0.12339
0.6233,-0.0256,0.9351,0.001562,0.000596,0.000935,376.9,0.0011,2.6236,1.5694,lam.,0.0063,0.12571
0.6534,-0.0237,0.9337,0.001624,0.000616,0.000966,389.3,0.0011,2.6375,1.568,lam.,0.0064,0.12824
0.6829,-0.0218,0.9323,0.001685,0.000636,0.000996,401.2,0.001,2.6506,1.5668,lam.,0.0066,0.13094
0.7117,-0.0199,0.9307,0.001745,0.000655,0.001026,412.9,0.001,2.6634,1.5656,lam.,0.0067,0.13384
0.7396,-0.018,0.929,0.001804,0.000674,0.001054,424,0.0009,2.6768,1.5643,lam.,0.0069,0.13697
0.7667,-0.0162,0.9272,0.001863,0.000692,0.001082,434.8,0.0009,2.6918,1.5629,lam.,0.007,0.14038
0.7927,-0.0145,0.9251,0.001925,0.00071,0.001109,445.3,0.0008,2.71,1.5612,lam.,0.0072,0.14417
0.8176,-0.0128,0.9228,0.001991,0.000729,0.001136,455.7,0.0008,2.7328,1.5592,lam.,0.0074,0.14844
0.8412,-0.0112,0.9202,0.002064,0.000747,0.001163,466.1,0.0007,2.763,1.5566,lam.,0.0077,0.15332
0.8635,-0.0097,0.9171,0.002147,0.000766,0.00119,476.4,0.0007,2.8032,1.5532,lam.,0.008,0.15897
0.8844,-0.0082,0.9135,0.002247,0.000786,0.001217,487.1,0.0006,2.8604,1.5488,lam.,0.0084,0.16558
0.9037,-0.0069,0.9092,0.002377,0.000807,0.001245,498.4,0.0005,2.9456,1.5429,lam.,0.0091,0.17336
0.9215,-0.0057,0.9041,0.002566,0.000831,0.001276,510.8,0.0004,3.0879,1.5348,lam.,0.0103,0.1826
0.9376,-0.0045,0.898,0.002903,0.000858,0.001308,524.7,0.0002,3.3812,1.5235,lam.,0.0137,0.19366
0.9519,-0.0035,0.8905,0.001858,0.000894,0.001386,542.7,0.0015,2.0787,1.5506,turb.,0.0054,0.20704
0.9645,-0.0026,0.8813,0.00184,0.000937,0.001472,563.9,0.0018,1.9643,1.5718,turb.,0.005,0.22345
0.9752,-0.0018,0.8696,0.001885,0.000988,0.001564,588.5,0.0019,1.9083,1.5831,turb.,0.0048,0.24402
0.9841,-0.0012,0.854,0.001998,0.001052,0.001666,618.2,0.0019,1.9002,1.5847,turb.,0.0048,0.27079
0.991,-0.0007,0.8322,0.002215,0.001137,0.00179,656.4,0.0018,1.9482,1.5747,turb.,0.005,0.30771
0.9959,-0.0003,0.796,0.004383,0.001094,0.00227,588.8,0,4.0057,2.0748,turb.,0,0.36672
0.9989,-0.0001,0.7203,0.004383,0.001094,0.00227,532.8,0,4.0057,2.0748,sep.,0,0.48181
1,0,0.143,0.004383,0.001094,0.00227,105.8,0,4.0057,2.0748,sep.,0,0.98196
