x/c,y/c,v/V,δ_1,δ_2,δ_3,Reδ_2,C_f,H_12,H_32,State,y1,Cp
0.1147,0.098,1.923,0.000762,0.00023,0.000351,305.8,0.0005,3.3101,1.5257,lam.,0.0097,-2.67982
0.0955,0.0919,1.9643,0.000606,0.000202,0.000311,273.5,0.0009,3.0019,1.5394,lam.,0.007,-2.83804
0.0778,0.085,2.0035,0.000497,0.000176,0.000273,242.7,0.0013,2.819,1.5519,lam.,0.0058,-2.99134
0.0618,0.0776,2.0388,0.000408,0.000152,0.000238,212.9,0.0018,2.6797,1.564,lam.,0.0049,-3.13206
0.0476,0.0695,2.0673,0.000336,0.000131,0.000207,184.9,0.0025,2.5626,1.5759,lam.,0.0042,-3.24699
0.0351,0.0609,2.0838,0.000279,0.000113,0.000179,159,0.0033,2.4667,1.5875,lam.,0.0036,-3.31421
0.0245,0.0517,2.0802,0.000232,0.000097,0.000156,134.5,0.0044,2.3831,1.5985,lam.,0.0032,-3.29959
0.0157,0.0421,2.0448,0.000197,0.000085,0.000137,112.8,0.0057,2.316,1.6079,lam.,0.0028,-3.15591
0.0089,0.0321,1.9626,0.000173,0.000076,0.000123,93.9,0.0073,2.269,1.6149,lam.,0.0025,-2.83168
0.0039,0.0218,1.8197,0.00016,0.000071,0.000116,77.7,0.0091,2.2441,1.6188,lam.,0.0022,-2.29782
0.001,0.011,1.6105,0.000156,0.00007,0.000113,63.4,0.0112,2.237,1.6199,lam.,0.002,-1.58727
0,0,1.3484,0.000154,0.000069,0.000112,49.9,0.0144,2.2313,1.6208,lam.,0.0017,-0.81641
0.001,-0.011,1.0647,0.000158,0.000071,0.000115,37.2,0.0194,2.231,1.6208,lam.,0.0015,-0.13357
0.0039,-0.0218,0.7695,0.000169,0.000076,0.000123,24.9,0.0289,2.2336,1.6204,lam.,0.0012,0.40831
0.0089,-0.0321,0.4811,0.000193,0.000086,0.00014,12.7,0.0563,2.2352,1.6202,lam.,0.0009,0.77001
0.0157,-0.0421,0.2165,0.000193,0.000086,0.00014,0.2,0.0001,2.2364,1.62,lam.,0.0209,0.95538
0.0245,-0.0517,0,0.000001,0,0.000001,0,0,2.2364,1.62,lam.,0,1.00502
0.0351,-0.0609,0.1871,0.000216,0.000097,0.000156,0.2,0.0001,2.2364,1.62,lam.,0.0209,0.96732
0.0476,-0.0695,0.347,0.000216,0.000097,0.000157,12.2,0.0583,2.2352,1.6202,lam.,0.0009,0.88152
0.0618,-0.0776,0.4768,0.000242,0.000108,0.000175,25.4,0.0281,2.2379,1.6197,lam.,0.0012,0.77414
0.0778,-0.085,0.5829,0.000275,0.000122,0.000198,39.4,0.0178,2.2494,1.6179,lam.,0.0016,0.66129
0.0955,-0.0919,0.6698,0.000309,0.000137,0.000221,54,0.0128,2.2628,1.6159,lam.,0.0019,0.55209
0.1147,-0.098,0.7411,0.000345,0.000152,0.000245,68.6,0.0098,2.2784,1.6135,lam.,0.0021,0.45135
0.1355,-0.1034,0.7994,0.000384,0.000167,0.00027,83.9,0.0079,2.2942,1.6111,lam.,0.0024,0.36135
0.1577,-0.108,0.8469,0.000426,0.000184,0.000296,99.6,0.0065,2.3104,1.6087,lam.,0.0026,0.28288
0.1813,-0.1119,0.8856,0.000469,0.000201,0.000324,115.3,0.0055,2.3279,1.6062,lam.,0.0028,0.2159
0.2061,-0.1149,0.9166,0.000515,0.00022,0.000352,131.5,0.0047,2.3457,1.6037,lam.,0.0031,0.15988
0.2321,-0.1171,0.9413,0.000564,0.000239,0.000382,147.9,0.0041,2.3642,1.6011,lam.,0.0033,0.11399
0.2591,-0.1186,0.9606,0.000617,0.000259,0.000413,164.6,0.0036,2.3835,1.5984,lam.,0.0035,0.0773
0.2871,-0.1192,0.9753,0.000671,0.000279,0.000445,181.3,0.0031,2.4041,1.5956,lam.,0.0037,0.0488
0.3159,-0.1191,0.9862,0.000729,0.000301,0.000479,198.2,0.0028,2.4258,1.5928,lam.,0.004,0.02747
0.3455,-0.1183,0.9938,0.000791,0.000323,0.000514,215.3,0.0025,2.4488,1.5898,lam.,0.0042,0.01234
0.3757,-0.1167,0.9988,0.000856,0.000346,0.000549,232.6,0.0022,2.473,1.5867,lam.,0.0044,0.00249
0.4063,-0.1146,1.0015,0.000924,0.00037,0.000586,249.7,0.002,2.4984,1.5836,lam.,0.0047,-0.00292
0.4373,-0.1118,1.0023,0.000996,0.000394,0.000623,267.1,0.0018,2.5255,1.5803,lam.,0.0049,-0.00463
0.4686,-0.1084,1.0016,0.001071,0.000419,0.000661,284.2,0.0016,2.5539,1.5769,lam.,0.0052,-0.0033
0.5,-0.1046,0.9997,0.00115,0.000445,0.0007,301.3,0.0015,2.5841,1.5734,lam.,0.0054,0.00052
0.5314,-0.1004,0.9968,0.001235,0.000471,0.00074,318.4,0.0013,2.6204,1.5697,lam.,0.0057,0.00638
0.5627,-0.0957,0.993,0.001324,0.000498,0.00078,335.5,0.0012,2.6592,1.5659,lam.,0.006,0.0139
0.5937,-0.0908,0.9885,0.001417,0.000525,0.00082,352.3,0.0011,2.7009,1.5621,lam.,0.0064,0.02282
0.6243,-0.0856,0.9834,0.001518,0.000552,0.00086,369.1,0.001,2.7481,1.5578,lam.,0.0067,0.03292
0.6545,-0.0802,0.9777,0.001628,0.000581,0.000902,385.9,0.0008,2.8038,1.5532,lam.,0.0072,0.04409
0.6841,-0.0746,0.9715,0.00175,0.000609,0.000943,402.7,0.0007,2.8717,1.548,lam.,0.0077,0.05626
0.7129,-0.069,0.9647,0.001892,0.000639,0.000986,419.7,0.0006,2.9603,1.542,lam.,0.0084,0.06942
0.7409,-0.0632,0.9573,0.002068,0.00067,0.001028,437,0.0005,3.0861,1.5349,lam.,0.0095,0.08361
0.7679,-0.0575,0.9493,0.00232,0.000703,0.001073,455,0.0003,3.2996,1.5261,lam.,0.0117,0.0989
0.7939,-0.0518,0.9405,0.001639,0.00074,0.001132,475.1,0.0013,2.2131,1.529,turb.,0.0058,0.1154
0.8187,-0.0462,0.931,0.00148,0.000792,0.001261,503.6,0.0021,1.869,1.5917,turb.,0.0045,0.13326
0.8423,-0.0407,0.9206,0.001456,0.000855,0.001395,537.8,0.0027,1.7036,1.6323,turb.,0.004,0.15263
0.8645,-0.0354,0.909,0.001498,0.000926,0.001535,576.3,0.003,1.6174,1.6573,turb.,0.0038,0.1737
0.8853,-0.0304,0.8963,0.00158,0.001005,0.00168,617.7,0.0032,1.5721,1.6717,turb.,0.0037,0.1967
0.9045,-0.0255,0.8822,0.001694,0.001093,0.001835,662.1,0.0033,1.5499,1.6791,turb.,0.0036,0.22188
0.9222,-0.021,0.8664,0.001837,0.00119,0.002,709.5,0.0033,1.5438,1.6811,turb.,0.0037,0.24954
0.9382,-0.0169,0.8486,0.002017,0.0013,0.002183,761.4,0.0032,1.5513,1.6786,turb.,0.0037,0.28008
0.9524,-0.0131,0.8284,0.002241,0.001425,0.002382,817.5,0.003,1.5723,1.6715,turb.,0.0038,0.31407
0.9649,-0.0097,0.805,0.002541,0.001576,0.002615,882.8,0.0028,1.6119,1.6588,turb.,0.004,0.35229
0.9755,-0.0068,0.7774,0.002979,0.001771,0.002901,963.3,0.0024,1.682,1.638,turb.,0.0042,0.39603
0.9843,-0.0044,0.7436,0.003659,0.002026,0.003252,1064.5,0.002,1.8063,1.6056,turb.,0.0047,0.44757
0.9911,-0.0025,0.6993,0.008373,0.001898,0.004316,897.4,0,4.4107,2.2739,turb.,0,0.51157
0.9961,-0.0011,0.6333,0.008373,0.001898,0.004316,812.6,0,4.4107,2.2739,sep.,0,0.59987
0.999,-0.0003,0.483,0.008373,0.001898,0.004316,619.8,0,4.4107,2.2739,sep.,0,0.76822
1,0,0.2112,0.008373,0.001898,0.004316,271,0,4.4107,2.2739,sep.,0,0.95769
